artist,song,link,text
Rick Astley,I Don't Want To Lose Her,/r/rick+astley/i+dont+want+to+lose+her_20819997.html,"I don't wanna lose her  
I don't wanna lose her  
  
They told me that she had found somebody new  
But I don't believe it  
They said I would soon find out she was untrue  
But I just can't see it  
  
Maybe I am wrong to doubt it  
And now that I think about it  
If ever I lost her love  
I'd be nothing, nothing without it  
  
I don't wanna lose her, lose that girl  
After all that we've been through  
I don't wanna lose her, lose that girl of mine  
(Lose that girl of mine)  
  
I couldn't imagine life without her love  
I just couldn't take it  
If you wanted to know how well I would get on  
I don't think I'd make it  
  
Maybe I just don't show her  
And now that I think it's over  
I maybe should shout about it  
'Cause I'd be nothing, nothing without it  
  
I don't wanna lose her, lose that girl  
After all that we've been through  
I don't wanna lose her, lose that girl of mine  
(Lose that girl of mine)  
  
I'm gonna make a new start  
And bring her back to my heart  
'Cause what I found out about her  
I just cannot live without her  
  
Maybe I just don't show her  
And now that I think it's over  
I maybe should shout about it  
'Cause I'd be nothing, nothing without it

"
Olivia Newton-John,Suspended In Time,/o/olivia+newton+john/suspended+in+time_20103383.html,"A child and a fool in one  
So sure i could need no one  
My heart always on the run to nowhere  
Now as you're holding me  
My heart is reminding me  
That now I could never be without you  
  
But how can our love succeed  
A miracle is what we need  
And so I appeal to you  
  
Keep me suspended in time with you  
Don't let this moment die  
I get a feeling when I'm with you  
None of the rules apply  
But I know for certain  
Goodbye is a crime  
So love if you need me  
Suspend me in time  
  
Wasted the time away  
Holding your love at bay  
Now i can't last a day without you  
Your smile is a thrill to see  
Your eyes hold me tenderly  
They'll shine in my memory forever

"
Bruce Springsteen,Always A Friend,/b/bruce+springsteen/always+a+friend_20757280.html,"Go  
  
Wasn't I always  
A friend to you?  
Wasn't I always  
A friend to you?  
Do you wanna  
Be my friend?  
Ooh, ooh  
Do you wanna  
Be my friend?  
Ooh, ooh  
  
Every once in a while  
Honey  
Let your love show  
Every once in a while  
Honey  
Let yourself show  
Nobody gets hurt  
No, no  
Ooh, ooh  
Nobody gets hurt  
  
Well  
We came here as two  
We laid down as one  
I don't care  
If I'm not your only  
What I see in you  
You see in me  
But if I be wrong  
Smoke my smoke  
Drink my wine  
Bury  
My snakeskin boots  
Somewhere  
I'll never find  
Still be  
Your lover baby  
  
Oo, oo, oo  
  
Wasn't I always  
A friend to you?  
Wasn't I always  
A friend to you?  
Do you wanna  
Be my friend?  
Ooh ooh  
Do you wanna  
Be my friend?  
Ooh, ooh  
  
Every once in a while  
Honey  
Let yourself go  
Every once in a while  
Honey  
Let yourself show  
  
Nobody gets hurt  
No, no  
Ooh ooh  
Nobody gets hurt  
  
Well  
I could be  
An astronaut  
On the wrong side  
Of the moon  
Or wrapped up  
Like a baby  
On a bus under you  
Wherever I go  
You go with me  
But if I do you wrong  
Take the master suite  
I'll take the floor  
Sleep in late  
Get some rest  
I'll get mine  
Still be  
Your lover baby  
  
Oo, oo, oo  
  
Wasn't I always  
A friend to you?  
Wasn't I always  
A friend to you?  
  
Every once in a while  
Honey  
Let your love show  
Every once in a while  
Honey let yourself  
Go  
Nobody gets hurt  
It's only love  
Love, love  
Oo, oo, oo  
  
Wasn't I always  
A friend to you?  
Wasn't I always  
A friend to you?  
Wasn't I always  
A friend to you?  
Wasn't I always  
A friend to you?

"
Depeche Mode,Suffer Well,/d/depeche+mode/suffer+well_20475765.html,"Where were you when I fell from grace  
Frozen heart, an empty space  
Something's changing, it's in your eyes  
Please don't speak, you'll only lie  
I found treasure not where I thought  
Peace of mind can't be bought  
Still I believe  
  
[Chorus]  
I just hang on  
Suffer well  
Sometimes it's hard  
It's hard to tell  
  
An angel led me when I was blind  
I said take me back, I've changed my mind  
Now I believe  
From the blackest room, I was torn  
He called my name, a love was born  
So I believe  
  
[Chorus: x2]

"
O-Zone,Despre Tine,/o/o+zone/despre+tine_10196298.html,"Ma trezesc see you tine-n gand  
Despre tine vreau sa can't  
Melodia mea de dor  
Care place tuturor.  
  
Nu raspunzi la SMS,  
Eu iti scriu atat de des  
Poate m-am purtat urat,  
Dar sa stii ca te-am iubit.  
  
Refren:  
Ma inec in ochii tai, lal-la-lei  
Plange lumea dupa ei, lal-la-lei  
Esti un inger pe Pamant -  
Despre tine can't si zi si zi noapte, lal-la-lei.  
  
Daca mergi see you mine-n vis  
Am sa te invat sa razi  
Si-am sa-ti can't pana in zori  
Cantecelul meu de dor.  
  
Nu raspunzi la SMS,  
Eu iti scriu atat de des  
Poate m-am purtat urat,  
Dar sa stii ca te-am iubit.

"
Oingo Boingo,Fill The Void,/o/oingo+boingo/fill+the+void_20102795.html,"Once there was a man who decided he knew everything  
Once there was a book that he threw in my face  
Once there was an angry mob that marched  
Up and down the street  
Don't ya know they all called my name  
What do they want from me?  
CHORUS  
What do they want from me?  
What do they want from me?  
What do they want from a poor boy who  
Can't believe  
They want to fill the void  
They want to fill the empty spaces  
But I won't let them consume me  
With the rest of the lifeless faces  
Once there was a little girl  
Who thought that she was a queen  
And she thought the world was a playground  
Filled with sand  
So with all her friends she created a fantasy  
They all come to me with their demands  
What do they want from me?  
CHORUS  
Every little thing is a piece of a larger thing  
Ever little fish is a tyrant of the sea  
Every little atom is a master of his family  
Every single piece calls my name  
What do they want from me?  
CHORUS  
  

"
Blur,"Tell Me, Tell Me",/b/blur/tell+me+tell+me_20709965.html,"Tell me, tell me, tell me please  
What is this that hovers me it's  
Driving me to a state of hopeless  
Having any sex at all  
Hasn't any worth at all  
Or is it just enough to bitch  
  
The funny thing that makes me do  
The things that I do to you  
Oh I know they are so damn very tall  
I'm in a state I can't explain  
My mind is gone, my mind is gone  
It seems so very little I can do  
  
Cause all these things I want to know  
  
[Chorus]  
Tell me, tell me, tell me please [Repeat: x3]  
Won't you tell me please  
  
I'm so full of emptiness  
It's so hard to sustain the mess  
I've no idea who I am at all  
So tell me, tell me, tell me please  
What is this that hovers me  
Before I smash my head against the wall  
  
Cause all these things I want to know  
  
[Chorus: x2]

"
Willie Nelson,Ain't Nobody's Business,/w/willie+nelson/aint+nobodys+business+feat+jonny+lang_20279985.html,"There is nothing I can do  
Nothing I can say  
That folks don't criticize me  
But I'm gonna do  
Just what I want to anyway  
Don't care if they all despise me  
  
If I go to church on Sunday  
And I honky tonk all day Monday  
Ain't nobody's business if I do  
  
And if I should get a feeling  
I wanna dance upon the ceiling  
Ain't nobody's business, oh it ain't nobody's business if I do  
  
If I stay out all night  
Spend all my money, well that's all right  
It ain't nobody's business if I do  
  
You try to tell me I got no right to sing the blues  
What gives you the right to tell me what I should do?  
It ain't nobody's, ain't nobody's business if I do  
  
Well it ain't nobody's business  
It ain't no it ain't nobody's business  
You know it ain't nobody's business  
Ain't nobody's business what I do  
Whoa what I do  
You know it ain't nobody's business  
Ain't nobody's business if I do

"
Hillsong,Grace Abounds,/h/hillsong/grace+abounds_20991054.html,"You lay aside Your throne  
And to this world  
You have come  
  
You offered up Your life  
The debt You paid  
Was not Yours  
  
Your grace abounds to me  
Your grace abounds to me  
Jesus  
In You I find all that I need  
  
A gift I could not earn  
Your open arms  
Are undeserved  
  
Enabled by Your grace  
Now to live  
Is Christ alone  
  
All powerful  
All glorious  
There's nothing like the Name of Jesus  
  
All powerful  
All glorious  
There's nothing like Your Name

"
Hanson,Half As Bad As You,/h/hanson/half+as+bad+as+you_20579411.html,"One, two, three four...  
  
You know that I want you  
You know that I need you too  
When you look at me I hope you believe  
That what I say is true  
So I'm gonna show ya  
The feelings I have for you  
But you need to know I have no control  
Of the things you make me do  
Well I know you don't understand  
Would you please just give me your hand  
(Hand, hand, hand, hand...)  
  
I don't know how much more I can take (more I can take)  
I'm stuck in a dream and I don't want to wake (don't want to wake)  
Is this real or is this a mistake?  
I know one thing this is true  
I couldn't want anyone half as bad as you  
  
You say that you want me  
You say that you need me too  
But you can't mean the words you say  
The way I know I do  
I said that I love you  
I tell them you're mine  
They just turn and walk away  
It happens all the time  
But I know they don't understand  
Would you please just give me your hand  
(Hand, hand, hand, hand...)  
  
I don't know how much more I can take (more I can take)  
Stuck in a dream and I don't want to wake (don't want to wake)  
This is real and it ain't no mistake  
I know one thing this is true  
I couldn't want anyone half as bad as you  
  
I hope these words get your attention  
Sometimes I get carried away  
With what I say is it okay-ay-ay-ayy?  
  
I don't know how much more I can take  
Stuck in a dream and I don't want to wake  
'Cause this is real and it's not a mistake  
I know one thing this is true  
You love me and I love you  
I couldn't want anyone half as bad as you

"
Garth Brooks,She's Gonna Make It,/g/garth+brooks/shes+gonna+make+it_20058154.html,"He followed her to work this morning  
He'd never seen that dress before  
She seemed to sail right through  
Those dark clouds forming  
That he knows he's headed for  
After seven years of marriage  
He wanted out  
Now after seven months of freedom  
It's clear that there's no doubt  
She's gonna make it  
And he never will  
He's at the foot of the mountain  
And she's over that hill  
He's sinkin' at sea  
And her sails are filled  
She's gonna make it  
And he never will  
And you know it's not like she's forgot about him  
She's just dealing with the pain  
And the fact that she's survived so well without him  
You know it's driving him insane  
And the crazy thing about it  
Is she'd take him back  
But the fool in him that walked out  
Is the fool who just won't ask  
She's gonna make it  
And he never will  
He's at the foot of the mountain  
And she's over that hill  
He's sinkin' at sea  
And her sails are filled  
She's gonna make it  
And he never will  
She's gonna make it  
He never will

"
Dan Fogelberg,Sutter's Mill,/d/dan+fogelberg/sutters+mill_20035724.html,"In the Spring of Forty-seven,  
So the story, it is told,  
Old John Sutter went to the mill site  
Found a piece of shining gold.  
  
Well, he took it to the city  
Where the word, like wildfire, spread.  
And old John Sutter soon came to wish he'd  
Left that stone in the river bed.  
  
For they came like herds of locusts  
Every woman, child and man  
In their lumbering Conestogas  
They left their tracks upon the land.  
  
[Chorus]  
Some would fail and some would prosper  
Some would die and some would kill  
Some would thank the Lord for their deliverance  
And some would curse John Sutter's Mill.  
  
Well, they came from New York City,  
And they came from Alabam'  
With their dreams of finding fortunes  
In this wild unsettled land.  
  
Well, some fell prey to hostile arrows  
As they tried to cross the plains.  
And some were lost in the Rocky Mountains  
With their hands froze to the reins.  
  
Oh...  
  
[Chorus]  
  
Well, some pushed on to California  
And others stopped to take their rest.  
And by the Spring of Eighteen-sixty  
They had opened up the west.  
  
And then the railroad came behind them  
And the land was plowed and tamed,  
When Old John Sutter went to meet his maker,  
He'd not one penny to his name.  
  
Oh...  
  
[Chorus]  
  
And some would curse John Sutter's Mill  
Some men's thirsts are never filled.

"
